Book ID,Title,Author(s),Category,Price (ETB),Cover Image,Language,Publisher,Format,Page Count,Publication Year,ISBN,Original Filename,File Path,File Size
BK-06325,Microbiology: Basic and Clinical Principles,Lourdes Norman-McKay,Medicine & Clinical Sciences Corner,,BK-06325.webp,en,,PDF,773.0,2017.0,,Microbiology_ Basic and Clinical Principles.pdf,Microbiology_ Basic and Clinical Principles.pdf,98.41 MB
BK-06326,The Ophthalmic Assistant E-Book,"Stein, Harold A.;Stein, Raymond M.;Freeman, Melvin I.;Stein, Rebecca;",Medicine & Clinical Sciences Corner,,BK-06326.webp,en,,PDF,934.0,2021.0,,The_Ophthalmic_Assistant_A_Text_for_Allied_and_Associated_Opthalmic.pdf,The_Ophthalmic_Assistant_A_Text_for_Allied_and_Associated_Opthalmic.pdf,97.70 MB
BK-06327,Toronto Notes 2022,"Yuliya Lytvyn, Maleeha A. Qazi",Medicine & Clinical Sciences Corner,,BK-06327.webp,en,,PDF,1597.0,2022.0,,Toronto Notes 2022 Edlmedicos.pdf,Toronto Notes 2022 Edlmedicos.pdf,94.56 MB
BK-06328,Handbook of Pharmaceutical Granulation Technology; 4,Parikh Dilip M.,Medicine & Clinical Sciences Corner,,BK-06328.webp,en,,PDF,905.0,2021.0,,Handbook of Pharmaceutical Granulation Technology.pdf,Handbook of Pharmaceutical Granulation Technology.pdf,12.12 MB
BK-06329,Orthopedic Surgical Oncology For Bone Tumors,Unknown,Medicine & Clinical Sciences Corner,,BK-06329.webp,en,,PDF,556.0,2021.0,,Orthopedic Surgical Oncology For Bone Tumors.pdf,Orthopedic Surgical Oncology For Bone Tumors.pdf,83.26 MB
BK-06330,Smith and Tanagho's General Urology,Jack W. McAninch,Medicine & Clinical Sciences Corner,,BK-06330.webp,en,,PDF,833.0,2020.0,,"Smith and Tanaghos General Urology, 19th Ed.pdf","Smith and Tanaghos General Urology, 19th Ed.pdf",79.73 MB
BK-06331,Handbook of Critical Care Nephrology,Jay L. Koyner,Medicine & Clinical Sciences Corner,,BK-06331.webp,en,,PDF,851.0,2021.0,,2021 Handbook of Critical Care Nephrology.pdf,2021 Handbook of Critical Care Nephrology.pdf,21.85 MB
BK-06332,Volume V Neurological Disorders and Imaging Physics App,Unknown,Medicine & Clinical Sciences Corner,,BK-06332.webp,en,,PDF,286.0,2020.0,,Volume V_Neurological Disorders and Imaging Physics_App.pdf,Volume V_Neurological Disorders and Imaging Physics_App.pdf,20.59 MB
BK-06333,Pilbeam's Mechanical Ventilation8th ed 2024,Unknown,Medicine & Clinical Sciences Corner,,BK-06333.webp,en,,PDF,596.0,2023.0,,Pilbeam's Mechanical Ventilation8th ed 2024.pdf,Pilbeam's Mechanical Ventilation8th ed 2024.pdf,41.14 MB
BK-06334,HPLC for Pharmaceutical Scientists,"Yuri V. Kazakevich, Rosario LoBrutto",Medicine & Clinical Sciences Corner,,BK-06334.webp,en,,PDF,1135.0,2007.0,,HPLC for Pharmaceutical Scientists.pdf,HPLC for Pharmaceutical Scientists.pdf,16.90 MB
BK-06335,"Case Files Pediatrics, Sixth Edition","Yetman, Robert J., Toy, Eugene C., Hormann, Mark D., Lahoti, Sheela L., McNeese, Margaret C., Geltemeyer, Abby M., Sanders, Mark Jason",Medicine & Clinical Sciences Corner,,BK-06335.webp,en,,PDF,641.0,2021.0,,Case Files Pediatrics 6th ed 2021.pdf,Case Files Pediatrics 6th ed 2021.pdf,18.72 MB
BK-06336,Neuro Oncology for the Clinical Neurologist,Unknown,Medicine & Clinical Sciences Corner,,BK-06336.webp,en,,PDF,445.0,2022.0,,Neuro-Oncology for the Clinical Neurologist.pdf,Neuro-Oncology for the Clinical Neurologist.pdf,52.76 MB
BK-06337,RadCases Gastrointestinal Imaging,"Thomas, Stephen",Medicine & Clinical Sciences Corner,,BK-06337.webp,en,,PDF,258.0,2020.0,,"2020 RadCases Gastrointestinal Imaging, 2nd Edition.pdf","2020 RadCases Gastrointestinal Imaging, 2nd Edition.pdf",43.37 MB
BK-06338,PART 1 UPTODATE European Society of Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06338.webp,en,,PDF,2882.0,2019.0,,PART 1 UPTODATE European Society of Endocrinology 2020.pdf,PART 1 UPTODATE European Society of Endocrinology 2020.pdf,51.20 MB
BK-06339,Cecil Essentials of Medicine E-Book,Edward J. Wing;Fred J. Schiffman;,Medicine & Clinical Sciences Corner,,BK-06339.webp,en,,PDF,1336.0,2021.0,,2022 Cecil Essentials of Medicine 10th Edition.pdf,2022 Cecil Essentials of Medicine 10th Edition.pdf,47.26 MB
BK-06340,"Neurology of the Newborn (Volpe, Neurology of the Newborn), 5Th Edition",Joseph J. Volpe MD,Medicine & Clinical Sciences Corner,,BK-06340.webp,en,,PDF,1106.0,2011.0,,"Volpe,_Neurology_of_the_Newborn.pdf","Volpe,_Neurology_of_the_Newborn.pdf",42.08 MB
BK-06341,Diabetes  from Research to Clinical Practice2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06341.webp,en,,PDF,577.0,2020.0,,Diabetes_ from Research to Clinical Practice2020.pdf,Diabetes_ from Research to Clinical Practice2020.pdf,14.21 MB
BK-06342,"Harrison's Hematology and Oncology, 2e",Dan L. Longo,Medicine & Clinical Sciences Corner,,BK-06342.webp,en,,PDF,848.0,2013.0,,Harrisons Hematology and Oncology 2ed.pdf,Harrisons Hematology and Oncology 2ed.pdf,40.07 MB
BK-06343,Reed E Pyeritz  Bruce R Korf  Wayne,Unknown,Medicine & Clinical Sciences Corner,,BK-06343.webp,en,,PDF,1028.0,2019.0,,Reed_E_Pyeritz__Bruce_R_Korf__Wayne.pdf,Reed_E_Pyeritz__Bruce_R_Korf__Wayne.pdf,39.55 MB
BK-06344,Harrison&#39;s Infectious Diseases,"Fauci, Anthony S., Kasper, Dennis L.",Medicine & Clinical Sciences Corner,,BK-06344.webp,en,,PDF,1313.0,2010.0,,Harrisons Infectious Diseases.pdf,Harrisons Infectious Diseases.pdf,37.56 MB
BK-06345,Essential Endocrinology and Diabetes,"Richard I. G. Holt, Holt",Medicine & Clinical Sciences Corner,,BK-06345.webp,en,,PDF,331.0,2021.0,,Essentials_Neil_A_Hanley_Richard_I_G_Holt_Essential_endocrinology.pdf,Essentials_Neil_A_Hanley_Richard_I_G_Holt_Essential_endocrinology.pdf,36.19 MB
BK-06346,"Harrison's Gastroenterology and Hepatology, 2e","Dan L. Longo, MD",Medicine & Clinical Sciences Corner,,BK-06346.webp,en,,PDF,784.0,2013.0,,"Harrisons Gastroenterology and Hepatology, 2e.pdf","Harrisons Gastroenterology and Hepatology, 2e.pdf",35.17 MB
BK-06347,PART 4 UPTODATE European Society of Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06347.webp,en,,PDF,1835.0,2020.0,,PART 4 UPTODATE European Society of Endocrinology 2020.pdf,PART 4 UPTODATE European Society of Endocrinology 2020.pdf,34.37 MB
BK-06348,"Vascular Medicine A Companion to Braunwald's Heart Disease, 2nd",_x0010_4<8=8AB@0B>@,Medicine & Clinical Sciences Corner,,BK-06348.webp,en,,PDF,859.0,2013.0,,"Vascular_Medicine_A_Companion_to_Braunwald's_Heart_Disease,_2nd.pdf","Vascular_Medicine_A_Companion_to_Braunwald's_Heart_Disease,_2nd.pdf",30.89 MB
BK-06349,Harrisons Principles of Internal Medicine Self-Assessment and Board Review,"Braunwald, Eugene, Wiener, Charles, Fauci, Anthony",Medicine & Clinical Sciences Corner,,BK-06349.webp,en,,PDF,521.0,2012.0,,Harrison's_Principles_of_Internal.pdf,Harrison's_Principles_of_Internal.pdf,28.77 MB
BK-06350,Handbook of Oncology Social Work: Psychosocial Care for People with Cancer,"Grace Christ,Carolyn Messner,Lynn Behar",Medicine & Clinical Sciences Corner,,BK-06350.webp,en,,PDF,873.0,2015.0,,Handbook of Oncology Social Work.pdf,Handbook of Oncology Social Work.pdf,27.19 MB
BK-06351,Radiology for PET CT Reporting,Unknown,Medicine & Clinical Sciences Corner,,BK-06351.webp,en,,PDF,233.0,2022.0,,Radiology for PET-CT Reporting.pdf,Radiology for PET-CT Reporting.pdf,26.92 MB
BK-06352,The MD Anderson Surgical Oncology Handbook,Barry Feig,Medicine & Clinical Sciences Corner,,BK-06352.webp,en,,PDF,1160.0,2018.0,,The_MD_Anderson_Surgical_Oncology.pdf,The_MD_Anderson_Surgical_Oncology.pdf,26.77 MB
BK-06353,Minimally Invasive Thoracic Spine Surgery,Unknown,Medicine & Clinical Sciences Corner,,BK-06353.webp,en,,PDF,294.0,2020.0,,Minimally Invasive Thoracic Spine Surgery.pdf,Minimally Invasive Thoracic Spine Surgery.pdf,26.07 MB
BK-06354,Molecular Basis of Cardiovascular Disease A Companion to Braunwald's,_x0010_4<8=8AB@0B>@,Medicine & Clinical Sciences Corner,,BK-06354.webp,en,,PDF,719.0,2013.0,,Molecular_Basis_of_Cardiovascular_Disease_A_Companion_to_Braunwald's.pdf,Molecular_Basis_of_Cardiovascular_Disease_A_Companion_to_Braunwald's.pdf,25.81 MB
BK-06355,"Elie M Ferneini, Michael T Goupil, Margaret A McNulty, Christine",Unknown,Medicine & Clinical Sciences Corner,,BK-06355.webp,en,,PDF,245.0,2020.0,,"Elie_M_Ferneini,_Michael_T_Goupil,_Margaret_A_McNulty,_Christine.pdf","Elie_M_Ferneini,_Michael_T_Goupil,_Margaret_A_McNulty,_Christine.pdf",25.24 MB
BK-06356,Mayo Clinic The Essential Diabetes Book,M. Regina Castro,Medicine & Clinical Sciences Corner,,BK-06356.webp,en,,PDF,384.0,2022.0,,Mayo Clinic The Essential Diabetes Book 3rd Edition 2022.pdf,Mayo Clinic The Essential Diabetes Book 3rd Edition 2022.pdf,12.57 MB
BK-06357,Nursing Entrance Exams,"Maryanne Baudo, N.P-C ; M.S.N; R.N.",Medicine & Clinical Sciences Corner,,BK-06357.webp,en,,PDF,402.0,2018.0,,2019 Nursing Entrance Exams (Test Easy).pdf,2019 Nursing Entrance Exams (Test Easy).pdf,16.54 MB
BK-06358,Pediatric Pulmonology,American Academy of Pediatrics Section on Pediatric Pulmonology and Sleep Medicine;Michael J Light;Kristin Van Hook;,Medicine & Clinical Sciences Corner,,BK-06358.webp,en,,PDF,1217.0,2023.0,,Pediatric Pulmonology 2nd ed2024AAP.pdf,Pediatric Pulmonology 2nd ed2024AAP.pdf,50.85 MB
BK-06359,"Harrison's Rheumatology, 3E","Langford, Carol, Fauci, Anthony",Medicine & Clinical Sciences Corner,,BK-06359.webp,en,,PDF,369.0,2013.0,,Harrisons Rheumatology 3rd.pdf,Harrisons Rheumatology 3rd.pdf,15.64 MB
BK-06360,Evidence based practice in Neuro oncology,Unknown,Medicine & Clinical Sciences Corner,,BK-06360.webp,en,,PDF,423.0,2021.0,,Evidence based practice in Neuro-oncology.pdf,Evidence based practice in Neuro-oncology.pdf,12.73 MB
BK-06361,CURRENT Medical Diagnosis and Treatment62nd Edition2023,Unknown,Medicine & Clinical Sciences Corner,,BK-06361.webp,en,,PDF,1874.0,,,CURRENT Medical Diagnosis and Treatment62nd Edition2023.pdf,CURRENT Medical Diagnosis and Treatment62nd Edition2023.pdf,105.46 MB
BK-06362,Harrisons Manual of Oncology,Unknown,Medicine & Clinical Sciences Corner,,BK-06362.webp,en,,PDF,648.0,2008.0,,Harrisons Manual of Oncology.pdf,Harrisons Manual of Oncology.pdf,7.12 MB
BK-06363,"Cancer Immunotherapy Principles and Practice, Second Edition","Lisa H. Butterfield, PhD;Howard L. Kaufman, MD, FACS;Francesco M. Marincola, MD, FACS;",Medicine & Clinical Sciences Corner,,BK-06363.webp,en,,PDF,1335.0,2021.0,,Cancer Immunotherapy Principles and Practice.pdf,Cancer Immunotherapy Principles and Practice.pdf,656.78 MB
BK-06364,Preclinical Pathology Review 2023,Unknown,Medicine & Clinical Sciences Corner,,BK-06364.webp,en,,PDF,297.0,,,PRECLINICAL PATHOLOGY REVIEW 2023 FOR USMLE 2023.pdf,PRECLINICAL PATHOLOGY REVIEW 2023 FOR USMLE 2023.pdf,341.58 MB
BK-06365,"Katzung & Trevor's Pharmacology Examination and Board Review, Thirteenth Edition","Bertram G. Katzung, MD, PhD",Medicine & Clinical Sciences Corner,,BK-06365.webp,en,,PDF,610.0,2021.0,,"Bertram_G_Katzung,_Marieke_Kruidering_Hall,_Rupa_Lalchandani_Tuan.pdf","Bertram_G_Katzung,_Marieke_Kruidering_Hall,_Rupa_Lalchandani_Tuan.pdf",452.74 MB
BK-06366,Neuroanatomy Text and Atlas 5th Edition,www.BooKX.net,Medicine & Clinical Sciences Corner,,BK-06366.webp,en,,PDF,543.0,2020.0,,"Neuroanatomy Text and Atlas, Fifth Edition.pdf","Neuroanatomy Text and Atlas, Fifth Edition.pdf",293.01 MB
BK-06367,Bernadette L Koch MD Surjith Vattoth MD FRCR Philip R Chapman Diagnostic,Unknown,Medicine & Clinical Sciences Corner,,BK-06367.webp,en,,PDF,1366.0,2022.0,,Bernadette_L_Koch_MD_Surjith_Vattoth_MD_FRCR_Philip_R_Chapman_Diagnostic.pdf,Bernadette_L_Koch_MD_Surjith_Vattoth_MD_FRCR_Philip_R_Chapman_Diagnostic.pdf,255.00 MB
BK-06368,Operative Surgery for Head and Neck Tumours,Jagdeep S. Thakur,Medicine & Clinical Sciences Corner,,BK-06368.webp,en,,PDF,275.0,2021.0,,Operative Surgery for Head and Neck Tumours.pdf,Operative Surgery for Head and Neck Tumours.pdf,237.10 MB
BK-06369,Pharmaceutical Master Validation Plan The Ultimate Guide to FDA,Unknown,Medicine & Clinical Sciences Corner,,BK-06369.webp,en,,PDF,209.0,2006.0,,Pharmaceutical_Master_Validation_Plan_The_Ultimate_Guide_to_FDA.pdf,Pharmaceutical_Master_Validation_Plan_The_Ultimate_Guide_to_FDA.pdf,2.63 MB
BK-06370,Fundamentals of Microbiology,"Pommerville, Jeffrey C.;",Medicine & Clinical Sciences Corner,,BK-06370.webp,en,,PDF,1982.0,2021.0,,Fundamentals of MICROBIOLOGY 12th Edition 2022.pdf,Fundamentals of MICROBIOLOGY 12th Edition 2022.pdf,213.54 MB
BK-06371,Rockwood and Green’s fractures in adults,Unknown,Medicine & Clinical Sciences Corner,,BK-06371.webp,en,,PDF,2814.0,2015.0,,"Rockwood_and_Green's_Fractures_in_Adults,_8th_Edition_2_Volume_Set.pdf","Rockwood_and_Green's_Fractures_in_Adults,_8th_Edition_2_Volume_Set.pdf",209.51 MB
BK-06372,Atlas of Differential Diagnosis in Neoplastic Hematopathology,Wojciech Gorczyca,Medicine & Clinical Sciences Corner,,BK-06372.webp,en,,PDF,874.0,2021.0,,Atlas_of_Differential_Diagnosis_in_Neoplastic_Hematopathology_4th.pdf,Atlas_of_Differential_Diagnosis_in_Neoplastic_Hematopathology_4th.pdf,181.16 MB
BK-06373,Carolyn Kisner Therapeutic Exercise Foundations and Techniques F,GWMC-072,Medicine & Clinical Sciences Corner,,BK-06373.webp,en,,PDF,1116.0,2017.0,,Carolyn_Kisner_Therapeutic_Exercise_Foundations_and_Techniques_F.pdf,Carolyn_Kisner_Therapeutic_Exercise_Foundations_and_Techniques_F.pdf,177.90 MB
BK-06374,Murray & Nadel’s Textbook of Respiratory Medicine 2Volume Set 7th,Unknown,Medicine & Clinical Sciences Corner,,BK-06374.webp,en,,PDF,3317.0,2021.0,,Murray_&_Nadel’s_Textbook_of_Respiratory_Medicine_2Volume_Set_7th.pdf,Murray_&_Nadel’s_Textbook_of_Respiratory_Medicine_2Volume_Set_7th.pdf,169.43 MB
BK-06375,Oxford Textbook of Neuroscience and Anaesthesiology,Unknown,Medicine & Clinical Sciences Corner,,BK-06375.webp,en,,PDF,343.0,2019.0,,"George_A_Mashour,_Kristin_Engelhard_eds_Oxford_Textbook_of_Neuroscience.pdf","George_A_Mashour,_Kristin_Engelhard_eds_Oxford_Textbook_of_Neuroscience.pdf",164.06 MB
BK-06376,Surgery of The Larynx and Hypopharynx,Unknown,Medicine & Clinical Sciences Corner,,BK-06376.webp,en,,PDF,315.0,2015.0,,Surgery of The Larynx and Hypopharynx.pdf,Surgery of The Larynx and Hypopharynx.pdf,158.68 MB
BK-06377,"Rosen’s Emergency Medicine Concepts and Clinical Practice, 9th Edition",Unknown,Medicine & Clinical Sciences Corner,,BK-06377.webp,en,,PDF,2972.0,2017.0,,"Rosen’s_Emergency_Medicine_Concepts_and_Clinical_Practice,_9th_Edition.pdf","Rosen’s_Emergency_Medicine_Concepts_and_Clinical_Practice,_9th_Edition.pdf",155.38 MB
BK-06378,Essentials of Medical Microbiology 3rd Edition 2021,Unknown,Medicine & Clinical Sciences Corner,,BK-06378.webp,en,,PDF,873.0,2021.0,,Essentials of Medical Microbiology 3rd Edition 2021.pdf,Essentials of Medical Microbiology 3rd Edition 2021.pdf,140.28 MB
BK-06379,Cardiopulmonary Anatomy & Physiology Essentials of Respiratory Care,MPS,Medicine & Clinical Sciences Corner,,BK-06379.webp,en,,PDF,689.0,2018.0,,Cardiopulmonary_Anatomy_&_Physiology_Essentials_of_Respiratory_Care.pdf,Cardiopulmonary_Anatomy_&_Physiology_Essentials_of_Respiratory_Care.pdf,110.54 MB
BK-06380,Clinical Skills & Examinations Notes,Unknown,Medicine & Clinical Sciences Corner,,BK-06380.webp,en,,PDF,123.0,2020.0,,Clinical_Skills_Examinations_Notes.pdf,Clinical_Skills_Examinations_Notes.pdf,15.17 MB
BK-06381,Multidisciplinary Management of Headand Neck Cancer,Unknown,Medicine & Clinical Sciences Corner,,BK-06381.webp,en,,PDF,247.0,2022.0,,Multidisciplinary Management of Headand Neck Cancer.pdf,Multidisciplinary Management of Headand Neck Cancer.pdf,9.68 MB
BK-06382,Validation of Pharmaceutical Processes,Unknown,Medicine & Clinical Sciences Corner,,BK-06382.webp,en,,PDF,762.0,2007.0,,Validation of Pharmaceutical Processes.pdf,Validation of Pharmaceutical Processes.pdf,26.98 MB
BK-06383,Orthopedic Surgical Oncology For Bone Tumors A Case Study Atlas,Unknown,Medicine & Clinical Sciences Corner,,BK-06383.webp,en,,PDF,556.0,2021.0,,Orthopedic_Surgical_Oncology_For_Bone_Tumors_A_Case_Study_Atlas.pdf,Orthopedic_Surgical_Oncology_For_Bone_Tumors_A_Case_Study_Atlas.pdf,83.50 MB
BK-06384,Netter's Atlas of Neuroscience 4th Edition 2022,Unknown,Medicine & Clinical Sciences Corner,,BK-06384.webp,en,,PDF,575.0,,,Netter's Atlas of Neuroscience 4th Edition 2022.pdf,Netter's Atlas of Neuroscience 4th Edition 2022.pdf,82.57 MB
BK-06385,MKSAP19 INFECTION,CamScanner,Medicine & Clinical Sciences Corner,,BK-06385.webp,en,,PDF,207.0,,,MKSAP19 INFECTIOUS DISEASE.pdf,MKSAP19 INFECTIOUS DISEASE.pdf,78.59 MB
BK-06386,Engineering High Quality Medical Software,Antonio Coronato,Medicine & Clinical Sciences Corner,,BK-06386.webp,en,,PDF,297.0,2018.0,,"Engineering_High_Quality_Medical_Software_Regulations,_Standards.pdf","Engineering_High_Quality_Medical_Software_Regulations,_Standards.pdf",2.89 MB
BK-06387,Lehne's Pharmacotherapeutics for Advanced Practice Nurses and Physician,Unknown,Medicine & Clinical Sciences Corner,,BK-06387.webp,en,,PDF,2737.0,2021.0,,Lehne's_Pharmacotherapeutics_for_Advanced_Practice_Nurses_and_Physician.pdf,Lehne's_Pharmacotherapeutics_for_Advanced_Practice_Nurses_and_Physician.pdf,75.74 MB
BK-06388,Surgical Decision Making 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06388.webp,en,,PDF,563.0,2019.0,,Surgical Decision Making 2020.pdf,Surgical Decision Making 2020.pdf,75.72 MB
BK-06389,Diagnostic Imaging: Pediatric Neuroradiology,"Moore, Kevin R.",Medicine & Clinical Sciences Corner,,BK-06389.webp,en,,PDF,1092.0,2022.0,,Kevin R. Moore - Diagnostic ImagingPediatric Neuroradiolog.pdf,Kevin R. Moore - Diagnostic ImagingPediatric Neuroradiolog.pdf,92.74 MB
BK-06390,MKSAP 19 NEPHROLOGY,CamScanner,Medicine & Clinical Sciences Corner,,BK-06390.webp,en,,PDF,184.0,,,MKSAP 19 NEPHROLOGY.pdf,MKSAP 19 NEPHROLOGY.pdf,73.04 MB
BK-06391,"Packaging Technology and Engineering: Pharmaceutical, Medical and Food Applications",Unknown,Medicine & Clinical Sciences Corner,,BK-06391.webp,en,,PDF,527.0,2020.0,,"Packaging_Technology_and_Engineering_Pharmaceutical,_Medical_and.pdf","Packaging_Technology_and_Engineering_Pharmaceutical,_Medical_and.pdf",4.95 MB
BK-06392,"First AID for the USMLE Step 1 2020, Thirtieth Edition","Tao Le, Vikas Bhushan, Matthew Sochat, Sarah Schimansky, Kimberly Kallianos, Vaishnavi Vaidyanathan and Jordan Abrams",Medicine & Clinical Sciences Corner,,BK-06392.webp,en,,PDF,876.0,2019.0,,"First Aid for the USMLE Step 1 2020, Thirtieth edition-1.pdf","First Aid for the USMLE Step 1 2020, Thirtieth edition-1.pdf",69.34 MB
BK-06393,Atlas of Anatomy of The Peripheral Nerves The Nerves of The Limbs,Unknown,Medicine & Clinical Sciences Corner,,BK-06393.webp,en,,PDF,502.0,2021.0,,Atlas_of_Anatomy_of_The_Peripheral_Nerves_The_Nerves_of_The_Limbs.pdf,Atlas_of_Anatomy_of_The_Peripheral_Nerves_The_Nerves_of_The_Limbs.pdf,67.69 MB
BK-06394,FM.dvi,Unknown,Medicine & Clinical Sciences Corner,,BK-06394.webp,en,,PDF,2738.0,2010.0,,Handbook of Pharmaceutical Manufacturing Formulations.pdf,Handbook of Pharmaceutical Manufacturing Formulations.pdf,19.01 MB
BK-06395,Atlas of Hepatocellular Carcinoma Pathology,Unknown,Medicine & Clinical Sciences Corner,,BK-06395.webp,en,,PDF,194.0,2022.0,,Atlas of Hepatocellular Carcinoma Pathology.pdf,Atlas of Hepatocellular Carcinoma Pathology.pdf,67.02 MB
BK-06396,The ESC Textbook of Cardiovascular Imaging 1st Edition 2010,Unknown,Medicine & Clinical Sciences Corner,,BK-06396.webp,en,,PDF,648.0,2010.0,,The ESC Textbook of Cardiovascular Imaging 1st Edition 2010.pdf,The ESC Textbook of Cardiovascular Imaging 1st Edition 2010.pdf,64.11 MB
BK-06397,CT and MRI in Congenital Heart Diseases 2021,Unknown,Medicine & Clinical Sciences Corner,,BK-06397.webp,en,,PDF,584.0,2020.0,,CT and MRI in Congenital Heart Diseases 2021.pdf,CT and MRI in Congenital Heart Diseases 2021.pdf,62.01 MB
BK-06398,Noninvasive Vascular Diagnosis A Practical Textbook for Clinicians,Unknown,Medicine & Clinical Sciences Corner,,BK-06398.webp,en,,PDF,1279.0,2022.0,,Noninvasive_Vascular_Diagnosis_A_Practical_Textbook_for_Clinicians.pdf,Noninvasive_Vascular_Diagnosis_A_Practical_Textbook_for_Clinicians.pdf,61.52 MB
BK-06399,Textbook of Diabetes,"Holt, Richard I. G.;Flyvbjerg, Allan;",Medicine & Clinical Sciences Corner,,BK-06399.webp,en,,PDF,1231.0,2024.0,,Textbook of Diabetes 6E 2024.pdf,Textbook of Diabetes 6E 2024.pdf,68.20 MB
BK-06400,Medical Semiology Guide of the Cardiovascular System and the Hematologic,Unknown,Medicine & Clinical Sciences Corner,,BK-06400.webp,en,,PDF,281.0,2020.0,,Medical_Semiology_Guide_of_the_Cardiovascular_System_and_the_Hematologic.pdf,Medical_Semiology_Guide_of_the_Cardiovascular_System_and_the_Hematologic.pdf,60.47 MB
BK-06401,Essentials of Medical Physiology,K Sembulingam,Medicine & Clinical Sciences Corner,,BK-06401.webp,en,,PDF,2691.0,2023.0,,Essentials of Medical Physiology 8th ed 2019.pdf,Essentials of Medical Physiology 8th ed 2019.pdf,103.05 MB
BK-06402,Imaging for Clinical Oncology,"Hoskin, Peter;Ajithkumar, Thankamma;Goh, Vicky;",Medicine & Clinical Sciences Corner,,BK-06402.webp,en,,PDF,401.0,2021.0,,Imaging for Clinical Oncology.pdf,Imaging for Clinical Oncology.pdf,55.49 MB
